,sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,weight,chocolate,nuts,oats,peanut butter,raisins,melted,quality
0,2.1356138193889485,2.9677261873664347,-0.5413411362505188,0.6106515284989212,1.0083017371832868,1.9060192742092745,-1.4974607571532026,1.08202778961564,-0.6733850755699083,0.8717781297507842,0.6898419597600919,1.8246811933138811,-0.5359889405827339,-0.11443828285651621,-0.6557943819245442,0.5544348105807151,7.3126356491112094
1,0.22699926974371423,-0.9465447297121498,-0.07844732861859698,0.2609279264811007,0.5418357215610496,-0.5491922198125065,1.4518814060273544,-0.6197220821426423,-0.4227993081369767,-0.22655515926798184,0.6898419597600919,-0.5480409419816826,-0.5359889405827339,-0.11443828285651621,-0.6557943819245442,0.5544348105807151,7.850173830114537
2,0.5097569808022676,1.0695728933310664,-0.3870432003732113,-0.6133810785634506,0.4700717191576285,0.9512148043119047,-0.11691761694103078,0.04618004158885955,-0.4227993081369767,1.028682885324893,0.6898419597600919,-0.5480409419816826,-0.5359889405827339,-0.11443828285651621,-0.6557943819245442,0.5544348105807151,7.6219250244447005
3,0.0856204142144379,-0.9250966698925411,0.11442509122803714,-0.5550938115604804,-0.6063883168936878,-1.2311954125963367,0.6361059140838004,-0.4717438324245307,0.3289579941618167,-0.7757218037773648,0.6898419597600919,-0.5480409419816826,1.8657101374382599,-0.11443828285651621,-0.6557943819245442,0.5544348105807151,8.180828926527147
4,0.36837812527299096,1.7344627477389356,0.2301485431360176,1.2518114655315922,1.3671217492003922,0.9853149639511304,-1.3719568353157345,-0.6197220821426423,-1.17455661043577,0.16570672966729164,0.6898419597600919,-0.5480409419816826,-0.5359889405827339,-0.11443828285651621,-0.6557943819245442,0.5544348105807151,7.7912892019950775
5,-0.05575844131483882,0.01861796217024094,-0.23274526449590427,0.6689387955018913,1.0262427377841419,0.1669111326105114,-0.17966957785976484,1.0080386647565842,-1.0074994321471484,-0.6188170482032553,-1.4496073859406473,-0.5480409419816826,-0.5359889405827339,-0.11443828285651621,1.5248682019283604,0.5544348105807151,7.396676320946305
6,0.22699926974371423,-0.6677199520572369,-0.039872844649270156,0.3192151934840708,-0.032276297666319106,-0.7537931776476707,0.3850980704088529,-0.17578733298830787,-0.2557421298483566,-1.0895313149255839,0.6898419597600919,-0.5480409419816826,-0.5359889405827339,-0.11443828285651621,-0.6557943819245442,0.5544348105807151,7.84989558143051
7,3.9735389412695437,0.16875438090750175,-0.19417078052657744,-0.6133810785634506,0.1471337083422336,0.7466138464767784,-1.4347087962344685,-0.10179820812925207,-0.5063278972812867,2.3623733077048223,0.6898419597600919,1.8246811933138811,-0.5359889405827339,-0.11443828285651621,-0.6557943819245442,0.5544348105807151,7.265642634478854
8,0.2976886975083526,0.34033885946437115,-0.6956390721278259,0.8438005965108015,0.8647737323764445,-0.24229078305977914,-1.1837009525595323,-1.4336024555922553,0.41248658330612675,0.24415910745434605,0.6898419597600919,-0.5480409419816826,-0.5359889405827339,-0.11443828285651621,-0.6557943819245442,0.5544348105807151,8.186808491640686
9,0.014930986449799538,-0.6462718922376283,-0.23274526449590427,0.6106515284989212,1.5106497540072343,-0.27639094269896686,1.765641210621036,-0.17578733298830787,-0.6733850755699083,-0.6188170482032553,0.6898419597600919,-0.5480409419816826,1.8657101374382599,-0.11443828285651621,-0.6557943819245442,0.5544348105807151,7.8174717704007
